frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
239,1,1.838,1.005,41.095,56.757,56.757,-12.5,28.595
240,1,1.954,1.018,42.288,79.106,79.106,36.919,79.207
241,1,1.852,0.804,39.961,87.191,87.191,30.163,70.124
242,1,1.765,1.011,39.752,79.603,79.603,20.079,59.831
243,1,1.373,0.755,40.604,65.791,65.791,-12.253,28.351
244,1,1.667,0.857,38.748,84.869,84.869,29.785,68.533
245,1,1.539,0.901,35.63,85.687,85.687,29.996,65.626
246,1,1.044,1.14,26.444,56.965,56.965,-41.147,-14.703
247,1,1.474,0.79,31.342,90.767,90.767,22.197,53.539
248,1,1.187,0.887,25.331,57.271,57.271,-26.164,-0.833000000000002
249,1,1.323,0.765,27.721,90.065,90.065,19.062,46.783
250,1,1.185,1.102,28.189,64.656,64.656,-31.478,-3.2890000000000015
251,1,1.43,1.039,25.637,88.074,88.074,24.266,49.903
252,1,1.599,1.158,32.083,93.776,93.776,31.527,63.61
253,1,1.138,0.74,41.248,54.25,54.25,-34.953,6.294999999999995
254,1,1.125,1.268,34.408,64.871,64.871,-31.519,2.889000000000003
255,1,1.542,1.323,25.485,90.915,90.915,31.863,57.348
256,1,1.064,0.795,1.213,71.7,71.7,-13.525,-12.312000000000001
257,1,1.078,1.297,41.93,61.102,61.102,-36.625,5.305
258,1,0.77,0.669,-2.888,66.934,66.934,-15.524,-18.412
259,1,0.891,0.795,1.763,68.645,68.645,-16.898,-15.135
260,1,1.042,0.656,-0.934,71.267,71.267,-12.835,-13.769
261,1,1.052,0.873,0.209,73.587,73.587,-16.018,-15.809000000000001
262,1,1.621,0.702,41.446,69.981,69.981,-8.798,32.647999999999996
263,1,1.677,0.899,39.629,69.082,69.082,-10.452,29.177
264,1,1.298,1.025,6.358,83.039,83.039,-25.57,-19.212
265,1,0.909,1.052,38.262,60.468,60.468,-31.407,6.855
266,1,2.025,1.425,27.489,64.45,64.45,42.602,70.091
267,1,2.061,1.27,31.52,60.507,60.507,40.622,72.142
268,1,1.707,1.291,32.439,67.956,67.956,39.737,72.176
269,1,1.668,1.194,32.773,66.146,66.146,33.912,66.685
270,1,1.593,1.445,31.182,63.029,63.029,35.795,66.977
271,1,1.803,0.587,30.047,76.185,76.185,-4.027,26.02
272,1,1.772,0.657,34.332,75.88,75.88,-6.871,27.461
273,1,1.101,0.874,-9.412,79.963,79.963,-7.395,-16.807000000000002
274,1,1.193,0.707,-7.222,80.709,80.709,-11.455,-18.677
275,1,1.268,1.065,26.499,51.963,51.963,-37.39,-10.891000000000002
276,1,1.115,0.846,19.221,53.215,53.215,-33.03,-13.809000000000001
277,1,1.341,0.724,12.733,50.968,50.968,-25.029,-12.296
278,1,1.587,0.904,34.481,64.891,64.891,-8.396,26.085
279,1,1.059,0.852,14.771,51.327,51.327,-24.871,-10.099999999999998
280,1,1.458,0.809,34.385,76.812,76.812,-7.346,27.038999999999998
281,1,1.51,0.757,16.485,71.972,71.972,-23.029,-6.5440000000000005
282,1,1.69,0.657,12.387,67.684,67.684,-20.334,-7.946999999999999
283,1,1.227,0.674,5.517,51.911,51.911,-17.344,-11.827000000000002
284,1,1.334,1.089,20.599,72.872,72.872,-31.88,-11.280999999999999
285,1,1.16,1.228,22.337,67.883,67.883,-33.11,-10.773
286,1,1.284,0.931,3.965,51.231,51.231,-13.305,-9.34
287,1,1.209,0.935,11.848,53.142,53.142,-15.086,-3.2379999999999995
288,1,0.941,0.761,21.054,50.087,50.087,-24.253,-3.1990000000000016
289,1,1.117,0.9,12.597,71.024,71.024,-26.607,-14.01
290,1,1.44,0.915,25.207,48.172,48.172,-24.293,0.9140000000000015
291,1,1.144,0.834,17.819,72.855,72.855,-34.631,-16.812
292,1,1.768,1.354,35.011,59.866,59.866,47.704,82.715
